Speaker,Utterance
dialogue_id:, 2_00015
USER,"""Can you help find something interesting for me to do on Monday next week in NY? I really would like to listen to some good songs, so anything music related happening?"""
SYSTEM,"""APICall(method='FindEvents', parameters={ city: New York, date: 2019-03-04, event_type: Music })"""
Tool,"""Search Results\n[{ city: New York, date: 2019-03-04, event_name: Abbi Jacobson, event_type: Music, price_per_ticket: 50, time: 18:30, venue: Kaufmann Concert Hall, venue_address: 1395 Lexington Avenue }, { city: New York, date: 2019-03-04, event_name: Alpha Blondy, event_type: Music, price_per_ticket: 60, time: 19:30, venue: Sony Hall, venue_address: 235 West 46th Street }]\nEnd Search Results"""
SYSTEM,"""Abbi Jacobson is very popular. They are having an event at the Kaufmann Concert Hall on March 4th at 6:30 pm."""
USER,"""Sounds interesting, how much are the tickets?"""
SYSTEM,"""Tickets are $50."""
USER,"""This sounds good but can you find some other events? I'm looking for something around SF."""
SYSTEM,"""APICall(method='FindEvents', parameters={ city: San Francisco, date: 2019-03-04, event_type: Music })"""
Tool,"""Search Results\n[{ city: San Francisco, date: 2019-03-04, event_name: Alex Cameron, event_type: Music, price_per_ticket: 35, time: 18:30, venue: August Hall, venue_address: 420 Mason Street }, { city: San Francisco, date: 2019-03-04, event_name: Finneas, event_type: Music, price_per_ticket: 60, time: 19:30, venue: August Hall, venue_address: 420 Mason Street }]\nEnd Search Results"""
SYSTEM,"""How about Alex Cameron? They are having an event at August Hall on March 4th at 6:30 pm."""
USER,"""How much are the tickets?"""
SYSTEM,"""Tickets are $35."""
USER,"""Okay, now that sounds great. Thanks, that's all I need for now."""
SYSTEM,"""My pleasure! Have a great day."""
