Speaker,Utterance
dialogue_id:, 3_00032
USER,"""Can you find me a psychologist in Pleasant Hill?"""
SYSTEM,"""APICall(method='FindProvider', parameters={ city: Pleasant Hill, type: Psychologist })"""
Tool,"""Search Results\n[{ address: 101 Gregory Lane, city: Pleasant Hill, phone_number: 925-827-9876, therapist_name: Christopher J. Celio, type: Psychologist }, { address: 101 Gregory Lane, city: Pleasant Hill, phone_number: 925-827-1008, therapist_name: David A. Flakoll, type: Psychologist }]\nEnd Search Results"""
SYSTEM,"""Sure. I've found Christopher J. Celio, he's a psychologist in Pleasant Hill"""
USER,"""Can you get me his address and phone number?"""
SYSTEM,"""His phone number is 925-827-9876 and he's located at 101 Gregory Lane"""
USER,"""Can you see if there are any other therapists?"""
SYSTEM,"""What about David A. Flakoll? He's a psychologist in Pleasant Hill."""
USER,"""Yeah I like the sound of him, can you book me an appointment?"""
SYSTEM,"""I sure can, just let me know what date and time you want me to book it for."""
USER,"""Can you book it for the 7th at 4 pm please?"""
SYSTEM,"""Sure, just to confirm that you want me to book an appointment with David A. Flakoll at 4 pm next Thursday?"""
USER,"""Yes, perfect. Can you grab me his number please?"""
SYSTEM,"""APICall(method='BookAppointment', parameters={ appointment_date: 2019-03-07, appointment_time: 16:00, therapist_name: David A. Flakoll })"""
Tool,"""Search Results\n[{ address: 101 Gregory Lane, appointment_date: 2019-03-07, appointment_time: 16:00, phone_number: 925-827-1008, therapist_name: David A. Flakoll }]\nEnd Search Results"""
SYSTEM,"""All booked for you! You'll receive a confirmation email with all the details. His number is 925-827-1008"""
USER,"""Perfect, thank you"""
SYSTEM,"""Can I do anything else for you?"""
USER,"""No, that was all, thank you very much."""
SYSTEM,"""It was my pleasure, have a lovely day."""
