Speaker,Utterance
dialogue_id:, 7_00000
USER,"""I want to listen to some songs."""
SYSTEM,"""APICall(method='LookupMusic', parameters={  })"""
Tool,"""Search Results\n[{ album: The Getaway, artist: Red Hot Chili Peppers, genre: Pop, song_name: Dark Necessities }, { album: Pitch Perfect, artist: Anna Kendrick, genre: Soundtracks, song_name: Cups }]\nEnd Search Results"""
SYSTEM,"""Okay, how about the song Dark Necessities by the Red Hot Chili Peppers on their album The Getaway?"""
USER,"""Let's look for something else, any genre will work. What about something on the album Born This Way?"""
SYSTEM,"""APICall(method='LookupMusic', parameters={ album: Born This Way })"""
Tool,"""Search Results\n[{ album: Born This Way, artist: Lady Gaga, genre: Pop, song_name: Bloody Mary }, { album: Born This Way, artist: Lady Gaga, genre: Pop, song_name: Born This Way }]\nEnd Search Results"""
SYSTEM,"""Want to hear Bloody Mary on the Lady Gaga album Born This Way?"""
USER,"""Yes, that's great."""
SYSTEM,"""Should i play it now?"""
USER,"""Yes, play it."""
SYSTEM,"""Please confirm that I should play Bloody Mary on the TV."""
USER,"""Actually, play it on the kitchen speaker."""
SYSTEM,"""Great, confirm that I'm playing Bloody Mary on the kitchen speaker."""
USER,"""Yes, that's right."""
SYSTEM,"""APICall(method='PlayMedia', parameters={ playback_device: kitchen speaker, song_name: Bloody Mary })"""
Tool,"""Search Results\n[{ album: Born This Way, artist: Lady Gaga, genre: Pop, playback_device: kitchen speaker, song_name: Bloody Mary }]\nEnd Search Results"""
SYSTEM,"""Okay, I started playing the song."""
USER,"""Thanks so much."""
SYSTEM,"""Anything else I can help with?"""
USER,"""That's it, thanks."""
SYSTEM,"""Have a great day."""
