Speaker,Utterance
dialogue_id:, 43_00078
USER,"""I WANT TO MAKE A HOTEL RESERVATION.I WANT THE ROOM FOR TWELVE DAYS."""
SYSTEM,"""WHICH HOTEL DO YOU WANT ME TO RESERVE.WHAT IS YOUR CHECK IN DATE/"""
USER,"""I'AM LOOKING FOR 3 ROOMS. I WANT TO BOOK A ROOM AT MERITON SUITES NORTH. THE CHECK IN DATE IS THIS SATURDAY."""
SYSTEM,"""PLEASE CONFIRM THE FOLLOWING DETAILS:THE NAME OF THE HOTEL IS MERITON SUITES NORTH SYDNEY, THE CHECK IN DATE IS TOMORROW THE RESERVATION IS FOR 12 DAYS AND THE NUMBER OF ROOMS IN THE RESERVATION IS 3."""
USER,"""YES THAT WORKS FOR ME.WHAT IS ITS PHONE NUMBER?IN WHICH CITY IS THE HOTEL LOCATED?"""
SYSTEM,"""APICall(method='ReserveHotel', parameters={ check_in_date: 2019-03-02, hotel_name: Meriton Suites North Sydney, number_of_days: 12, number_of_rooms: 3 })"""
Tool,"""Search Results\n[{ check_in_date: 2019-03-02, destination: Sydney, has_wifi: False, hotel_name: Meriton Suites North Sydney, number_of_days: 12, number_of_rooms: 3, phone_number: +61 2 8319 9888, price_per_night: 495, star_rating: 5, street_address: 80 Arthur Street, North }]\nEnd Search Results"""
SYSTEM,"""YOUR RESERVATION IS SUCCESSFUL.THEIR PHONE NUMBER IS +61 2 8319 9888.THE HOTEL IS LOCATED IN SYDNEY."""
USER,"""THANK YOU VERY MUCH.THANKS,THAT'S ALL I NEED FOR NOW."""
SYSTEM,"""HAVE A GOOD DAY."""
