"Speaker","Utterance"
"dialogue_id:"," 34_00003"
"USER","""I am looking for a five star hotel."""
"SYSTEM","""What city will you be staying in?"""
"USER","""I need a hotel in Sydney, NSW."""
"SYSTEM","APICall(method='SearchHotel', parameters={ location: Sydney, star_rating: 5 })"
"Tool","""Search Results\n[{ location: Sydney, number_of_rooms: 2, phone_number: +61 2 9696 2500, place_name: Amora Hotel Jamison Sydney, price_per_night: 230, smoking_allowed: False, star_rating: 5, street_address: 11 Jamison Street }, { location: Sydney, number_of_rooms: 1, phone_number: +61 2 9240 3100, place_name: Establishment Hotel, price_per_night: 115, smoking_allowed: False, star_rating: 5, street_address: 5 Bridge Lane }]\nEnd Search Results"""
"SYSTEM","""I found a 5 star hotel called Amora Hotel Jamison Sydney."""
"USER","""That is perfect. What attractions are available?"""
"SYSTEM","APICall(method='FindAttractions', parameters={ location: Sydney })"
"Tool","""Search Results\n[{ attraction_name: ANZ Stadium, category: Sports Venue, free_entry: True, good_for_kids: True, location: Sydney, phone_number: 2 8765 2000 }, { attraction_name: Art Gallery of New South Wales, category: Museum, free_entry: False, good_for_kids: True, location: Sydney, phone_number: 2 9225 1700 }]\nEnd Search Results"""
"SYSTEM","""There is a sports venue called ANZ Stadium."""
"USER","""What other attractions are there?"""
"SYSTEM","""There is a museum called the Art Gallery of New South Wales."""
"USER","""That is perfect. I would like to reserve 2 rooms at that hotel and will be checking in on the 9th of March."""
"SYSTEM","""How long do you want to reserve the rooms for?"""
"USER","""We will be staying for one day."""
"SYSTEM","""Please confirm you want to reserve 2 rooms for 1 day starting on March 9th at the Amora Hotel Jamison Sydney in Sydney."""
"USER","""That is correct."""
"SYSTEM","APICall(method='ReserveHotel', parameters={ check_in_date: 2019-03-09, location: Sydney, number_of_rooms: 2, place_name: Amora Hotel Jamison Sydney, stay_length: 1 })"
"Tool","""Search Results\n[{ check_in_date: 2019-03-09, location: Sydney, number_of_rooms: 2, phone_number: +61 2 9696 2500, place_name: Amora Hotel Jamison Sydney, price_per_night: 555, smoking_allowed: False, star_rating: 5, stay_length: 1, street_address: 11 Jamison Street }]\nEnd Search Results"""
"SYSTEM","""The reservation is successful."""
"USER","""Thank you, that will be all."""
"SYSTEM","""See you soon!"""
