"Speaker","Utterance"
"dialogue_id:"," 108_00077"
"USER","""I need to find a San Carlos dentist please."""
"SYSTEM","APICall(method='FindProvider', parameters={ city: San Carlos })"
"Tool","""Search Results\n[{ address: 1785 San Carlos Ave # 3, city: San Carlos, dentist_name: Cofield Marianne, offers_cosmetic_services: False, phone_number: 650-591-0995 }, { address: 1785 San Carlos Avenue # 6, city: San Carlos, dentist_name: Edwards John G, offers_cosmetic_services: False, phone_number: 650-637-2005 }]\nEnd Search Results"""
"SYSTEM","""Would you like to see Cofield Marianne in San Carlos?"""
"USER","""What's the address?"""
"SYSTEM","""The address is 1785 San Carlos Ave # 3."""
"USER","""Okay, that should work."""
"SYSTEM","""Shall I make an appointment for you?"""
"USER","""Yes, please do."""
"SYSTEM","""At what time please?"""
"USER","""Can you try for 9:45 am?"""
"SYSTEM","""On what date?"""
"USER","""On the 11th of this month."""
"SYSTEM","""Confirming an appointment with Cofield Marianne on March 11th at 9:45 am."""
"USER","""Perfect, thank you."""
"SYSTEM","APICall(method='BookAppointment', parameters={ appointment_date: 2019-03-11, appointment_time: 09:45, dentist_name: Cofield Marianne })"
"Tool","""Search Results\n[{ address: 1785 San Carlos Ave # 3, appointment_date: 2019-03-11, appointment_time: 10:00, dentist_name: Cofield Marianne, offers_cosmetic_services: False, phone_number: 650-591-0995 }]\nEnd Search Results"""
"SYSTEM","""I'm sorry, I couldn't book that. Shall I try for Cofield Marianne on March 11th at 10 am?"""
"USER","""Please do, thank you."""
"SYSTEM","APICall(method='BookAppointment', parameters={ appointment_date: 2019-03-11, appointment_time: 10:00, dentist_name: Cofield Marianne })"
"Tool","""Search Results\n[{ address: 1785 San Carlos Ave # 3, appointment_date: 2019-03-11, appointment_time: 10:00, dentist_name: Cofield Marianne, offers_cosmetic_services: False, phone_number: 650-591-0995 }]\nEnd Search Results"""
"SYSTEM","""The appointment has been booked."""
"USER","""I also need a taxi for the trip please."""
"SYSTEM","""For how many people?"""
"USER","""Just 1 please."""
"SYSTEM","""Would you like a shared ride?"""
"USER","""That's no problem, yes."""
"SYSTEM","""Confirming a cab for 1 passenger, a shared ride to 1785 San Carlos Ave # 3."""
"USER","""Okay, thank you."""
"SYSTEM","APICall(method='GetRide', parameters={ destination: 1785 San Carlos Ave # 3, number_of_riders: 1, shared_ride: True })"
"Tool","""Search Results\n[{ approximate_ride_duration: 14, destination: 1785 San Carlos Ave # 3, number_of_riders: 1, ride_fare: 17.61, shared_ride: True }]\nEnd Search Results"""
"SYSTEM","""The cab has been booked and will be there soon."""
"USER","""What is the fare?"""
"SYSTEM","""The cost will be $17.61."""
"USER","""Thank you very much."""
"SYSTEM","""Is there anything else today?"""
"USER","""No, not today, thanks."""
"SYSTEM","""You are most welcome."""
