"Speaker","Utterance"
"dialogue_id:"," 122_00061"
"USER","""I'd like to get 3 tickets for Jojo Siwa."""
"SYSTEM","""In what city?"""
"USER","""Somewhere around NY."""
"SYSTEM","""What date is it?"""
"USER","""I would be March 13th."""
"SYSTEM","""To verify: you would like 3 tickets for Jojo Siwa on March 13th in New York."""
"USER","""On second thought make it Nycfc vs Dynamo on the 12th."""
"SYSTEM","""That's Nycfc vs Dynamo on March 12th."""
"USER","""Yes. Can you tell me where the game is being played and the address?"""
"SYSTEM","APICall(method='BuyEventTickets', parameters={ city_of_event: New York, date: 2019-03-12, event_name: Nycfc Vs Dynamo, number_of_seats: 3 })"
"Tool","""Search Results\n[{ address_of_location: 1 East 161 Street, city_of_event: New York, date: 2019-03-12, event_location: Yankee Stadium, event_name: Nycfc Vs Dynamo, number_of_seats: 3, time: 18:30 }]\nEnd Search Results"""
"SYSTEM","""It will be at Yankee Stadium on 1 East 161 Street. I have confirmed your tickets."""
"USER","""Great! Thank you."""
"SYSTEM","""Do you need anything else?"""
"USER","""Yes, could you find me a car to go there?"""
"SYSTEM","""What date do you want the car till?"""
"USER","""I'll want it until March 13th."""
"SYSTEM","""And do you want to take it March 12th?"""
"USER","""Actually lets make it from the 10th until March 14th."""
"SYSTEM","""What time would you like to get it?"""
"USER","""Somewhere in the morning, 11 or so."""
"SYSTEM","APICall(method='GetCarsAvailable', parameters={ dropoff_date: 2019-03-14, pickup_city: New York, pickup_date: 2019-03-10, pickup_time: 11:00 })"
"Tool","""Search Results\n[{ car_name: Accord, dropoff_date: 2019-03-14, pickup_city: New York, pickup_date: 2019-03-10, pickup_location: Grand Central Station, pickup_time: 11:00, total_price: 120, type: Standard }, { car_name: Altima, dropoff_date: 2019-03-14, pickup_city: New York, pickup_date: 2019-03-10, pickup_location: Port Authority Station, pickup_time: 11:00, total_price: 136, type: Standard }]\nEnd Search Results"""
"SYSTEM","""There's a Standard Accord available on March 10th, at Grand Central Station"""
"USER","""Are there others?"""
"SYSTEM","""There's a standard Altima avaliable March 10th at the Port Authority Station."""
"USER","""I'd like to reserve that one."""
"SYSTEM","""To confirm: You'd like to pick up the Altima standard from the Port Authority Station on March 10th at 11 am, and return it on March 14th."""
"USER","""That's right. How much will it cost?"""
"SYSTEM","APICall(method='ReserveCar', parameters={ dropoff_date: 2019-03-14, pickup_date: 2019-03-10, pickup_location: Port Authority Station, pickup_time: 11:00, type: Standard })"
"Tool","""Search Results\n[{ car_name: Altima, dropoff_date: 2019-03-14, pickup_date: 2019-03-10, pickup_location: Port Authority Station, pickup_time: 11:00, total_price: 136, type: Standard }]\nEnd Search Results"""
"SYSTEM","""It will be $136 total. I have reserved the car."""
"USER","""That's great, thanks."""
"SYSTEM","""Is there anything else you need?"""
"USER","""No thanks, that's all for now."""
"SYSTEM","""Have a wonderful day!"""
