"Speaker","Utterance"
"dialogue_id:"," 88_00047"
"USER","""Let's look for some events"""
"SYSTEM","""In what city, and what kind of event?"""
"USER","""I really wanna watch the Owls Vs Yellow Jackets in Philly!"""
"SYSTEM","APICall(method='GetEventDates', parameters={ city: Philadelphia, event_name: Owls Vs Yellow Jackets })"
"Tool","""Search Results\n[{ city: Philadelphia, date: 2019-03-02, event_name: Owls Vs Yellow Jackets, time: 19:00, venue: Lincoln Financial Field, venue_address: 1 Lincoln Financial Field Way }, { city: Philadelphia, date: 2019-03-03, event_name: Owls Vs Yellow Jackets, time: 17:30, venue: Lincoln Financial Field, venue_address: 1 Lincoln Financial Field Way }]\nEnd Search Results"""
"SYSTEM","""There are 9 days like that. How about on March 2nd at Lincoln Financial Field for a Owls Vs Yellow Jackets game?"""
"USER","""When does it start and where is it at?"""
"SYSTEM","""It's at 1 Lincoln Financial Field way at 7 pm"""
"USER","""Ok that sounds great"""
"SYSTEM","""Do you want tickets to it?"""
"USER","""Not right now, first I need to book a bus from New York leaving on the 1st in the afternoon 2 pm."""
"SYSTEM","""How many tickets"""
"USER","""I'm travelling with 4"""
"SYSTEM","""OK so 4 tickets on the March 1st 2 pm bus from New York to Philadelphia yeah?"""
"USER","""Yeah! What station do I leave from and how much?"""
"SYSTEM","APICall(method='BuyBusTicket', parameters={ from_location: New York, leaving_date: 2019-03-01, leaving_time: 14:00, to_location: Philadelphia, travelers: 4 })"
"Tool","""Search Results\n[{ fare: 20, from_location: New York, from_station: Port Authority Station, leaving_date: 2019-03-01, leaving_time: 14:10, to_location: Philadelphia, to_station: Intercity Terminal, transfers: 0, travelers: 4 }]\nEnd Search Results"""
"SYSTEM","""It's $20 and leaves at 2:10 pm from Port Authority Station"""
"USER","""OK that works"""
"SYSTEM","APICall(method='BuyBusTicket', parameters={ from_location: New York, leaving_date: 2019-03-01, leaving_time: 14:10, to_location: Philadelphia, travelers: 4 })"
"Tool","""Search Results\n[{ fare: 20, from_location: New York, from_station: Port Authority Station, leaving_date: 2019-03-01, leaving_time: 14:10, to_location: Philadelphia, to_station: Intercity Terminal, transfers: 0, travelers: 4 }]\nEnd Search Results"""
"SYSTEM","""I've booked those tickets"""
"USER","""Not let's book ticket to the game"""
"SYSTEM","""4 tickets to the Owls Vs Yellow Jackets in Philadelphia on March 2nd correct?"""
"USER","""You are right"""
"SYSTEM","APICall(method='BuyEventTickets', parameters={ city: Philadelphia, date: 2019-03-02, event_name: Owls Vs Yellow Jackets, number_of_tickets: 4 })"
"Tool","""Search Results\n[{ city: Philadelphia, date: 2019-03-02, event_name: Owls Vs Yellow Jackets, number_of_tickets: 4, time: 19:00, venue: Lincoln Financial Field, venue_address: 1 Lincoln Financial Field Way }]\nEnd Search Results"""
"SYSTEM","""It's done, have fun!"""
"USER","""Thanks for that"""
"SYSTEM","""What else can I do?"""
"USER","""Nothing else for now"""
"SYSTEM","""Great, take care!"""
