"Speaker","Utterance"
"dialogue_id:"," 50_00018"
"USER","""Can you help me in searching some songs?"""
"SYSTEM","APICall(method='LookupMusic', parameters={  })"
"Tool","""Search Results\n[{ album: Holy Hell, artist: Architects, genre: Metal, song_name: Royal Beggars }, { album: Kaleidoscope Dream, artist: Miguel, genre: Pop, song_name: Adorn }]\nEnd Search Results"""
"SYSTEM","""What is your opinion about Royal Beggars in the album Holy Hell by Architects?"""
"USER","""Any thing else you have?"""
"SYSTEM","""What is your opinion about Adorn in the album Kaleidoscope Dream by Miguel?"""
"USER","""can you tell e its genre?"""
"SYSTEM","""This is a pop song."""
"USER","""oh, That's good."""
"SYSTEM","""Are you like to play the music?"""
"USER","""Yes, i want to play on my tv."""
"SYSTEM","""Please give confirmation details: Run Adorn on TV."""
"USER","""Yes, this is perfect."""
"SYSTEM","APICall(method='PlayMedia', parameters={ playback_device: TV, song_name: Adorn })"
"Tool","""Search Results\n[{ album: Kaleidoscope Dream, artist: Miguel, genre: Pop, playback_device: TV, song_name: Adorn }]\nEnd Search Results"""
"SYSTEM","""Song started playing now."""
"USER","""I am searching for things to do on that day."""
"SYSTEM","""What are you looking for?"""
"USER","""I am searching for games."""
"SYSTEM","""Any city selection you want me to search in?"""
"USER","""I am searching around London."""
"SYSTEM","APICall(method='FindEvents', parameters={ city: London, event_type: Sports })"
"Tool","""Search Results\n[{ category: Soccer, city: London, date: 2019-03-13, event_name: Crystal Palace Vs Norwich, event_type: Sports, time: 19:00, venue: Selhurst Park Stadium, venue_address: Holmesdale Road }, { category: Cricket, city: London, date: 2019-03-06, event_name: India Vs Australia, event_type: Sports, time: 18:00, venue: The Oval, venue_address: Kennington Oval }]\nEnd Search Results"""
"SYSTEM","""I searched 2 events of your choice. One of the event called Crystal Palace Vs Norwich is at Selhurst Park Stadium."""
"USER","""This is perfect."""
"SYSTEM","""Are you like to purchase ticket for this event?"""
"USER","""No, not now."""
"SYSTEM","""Do you need any other help?"""
"USER","""No, thank you so much."""
"SYSTEM","""Have a good day."""
