"Speaker","Utterance"
"dialogue_id:"," 18_00060"
"USER","""I'd like to find a hotel that is two -star hotel."""
"SYSTEM","""What city should I look for hotels in?"""
"USER","""I would like to look for hotels in San Diego."""
"SYSTEM","APICall(method='SearchHotel', parameters={ location: San Diego, star_rating: 2 })"
"Tool","""Search Results\n[{ location: San Diego, number_of_rooms: 1, phone_number: +1 619-275-5700, place_name: Best Western Mission Bay, price_per_night: 50, smoking_allowed: False, star_rating: 2, street_address: 2575 Clairemont Drive }, { location: San Diego, number_of_rooms: 2, phone_number: +1 858-578-6600, place_name: Best Western San Diego/Miramar Hotel, price_per_night: 88, smoking_allowed: False, star_rating: 2, street_address: 9310 Kearny Mesa Road }]\nEnd Search Results"""
"SYSTEM","""There is a hotel by the name of Best Western Mission Bay that is 2 star hotel."""
"USER","""What is the price night and phone number?"""
"SYSTEM","""The cost is $50 per night and the phone number is +1 619-275-5700."""
"USER","""I need 1 room in another hotel that matches my criteria."""
"SYSTEM","APICall(method='SearchHotel', parameters={ location: San Diego, number_of_rooms: 1, star_rating: 2 })"
"Tool","""Search Results\n[{ location: San Diego, number_of_rooms: 1, phone_number: +1 619-275-5700, place_name: Best Western Mission Bay, price_per_night: 50, smoking_allowed: False, star_rating: 2, street_address: 2575 Clairemont Drive }, { location: San Diego, number_of_rooms: 1, phone_number: +1 858-578-6600, place_name: Best Western San Diego/Miramar Hotel, price_per_night: 88, smoking_allowed: False, star_rating: 2, street_address: 9310 Kearny Mesa Road }]\nEnd Search Results"""
"SYSTEM","""There is a 2 hotel called Best Western San Diego/Miramar Hotel."""
"USER","""That sounds good."""
"SYSTEM","""Do you want to reserve the hotel?"""
"USER","""Maybe at a later time. What's the weather there on the 9th of this month?"""
"SYSTEM","APICall(method='GetWeather', parameters={ city: San Diego, date: 2019-03-09 })"
"Tool","""Search Results\n[{ city: San Diego, date: 2019-03-09, humidity: 40, precipitation: 25, temperature: 83, wind: 7 }]\nEnd Search Results"""
"SYSTEM","""The average temperature should be 83 degrees F with a 25 percent chance of rain."""
"USER","""Sure that is fine."""
"SYSTEM","""Is there anything else you'd like?"""
"USER","""I would like a hotel reserved Sunday this week staying for 6 days."""
"SYSTEM","""Please confirm details to find a hotel in Best Western San Diego/Miramar Hotel checking in March 3rd staying for 6 days in San Diego 1 room."""
"USER","""Sure that is nice."""
"SYSTEM","APICall(method='ReserveHotel', parameters={ check_in_date: 2019-03-03, location: San Diego, number_of_rooms: 1, place_name: Best Western San Diego/Miramar Hotel, stay_length: 6 })"
"Tool","""Search Results\n[{ check_in_date: 2019-03-03, location: San Diego, number_of_rooms: 1, phone_number: +1 858-578-6600, place_name: Best Western San Diego/Miramar Hotel, price_per_night: 222, smoking_allowed: False, star_rating: 2, stay_length: 6, street_address: 9310 Kearny Mesa Road }]\nEnd Search Results"""
"SYSTEM","""The hotel is successfully booked."""
"USER","""What is the street address and phone number?"""
"SYSTEM","""The address is 9310 Kearny Mesa Road with a phone number of +1 858-578-6600."""
"USER","""Thanks you have been of help. That is it for now."""
"SYSTEM","""Bye and have a nice day."""
