"Speaker","Utterance"
"dialogue_id:"," 77_00081"
"USER","""I would like to find tickets for an event."""
"SYSTEM","""Do you have an event in mind and how many tickets do you need?"""
"USER","""I would like 4 tickets on March 2nd."""
"SYSTEM","""In which city and what type of event do you like?"""
"USER","""In Philadelphia the event is called Blueface."""
"SYSTEM","""4 tickets for Blueface on March 2nd in Philadelphia."""
"USER","""Yes, that works. At what time does the event start and where is it located?"""
"SYSTEM","APICall(method='BuyEventTickets', parameters={ city_of_event: Philadelphia, date: 2019-03-02, event_name: Blueface, number_of_seats: 4 })"
"Tool","""Search Results\n[{ address_of_location: 29 East Allen Street, city_of_event: Philadelphia, date: 2019-03-02, event_location: The Fillmore Philadelphia, event_name: Blueface, number_of_seats: 4, time: 19:00 }]\nEnd Search Results"""
"SYSTEM","""It starts at 7 pm and it is located at The Fillmore Philadelphia."""
"USER","""I want to find a flight with United Airlines from ATL an Economy ticket."""
"SYSTEM","""When would you like to travel?"""
"USER","""I would like to travel later today."""
"SYSTEM","""Are you returning on March 2nd?"""
"USER","""I will be returning Wednesday next week."""
"SYSTEM","APICall(method='SearchRoundtripFlights', parameters={ airlines: United Airlines, departure_date: 2019-03-01, destination: Philadelphia, origin: Atlanta, passengers: 4, return_date: 2019-03-06, seating_class: Economy })"
"Tool","""Search Results\n[{ airlines: United Airlines, departure_date: 2019-03-01, destination: Philadelphia, destination_airport: PHL International Airport, fare: 186, inbound_arrival_time: 09:42, inbound_departure_time: 04:45, is_redeye: False, number_stops: 1, origin: Atlanta, origin_airport: Hartsfield-Jackson International Airport, outbound_arrival_time: 16:36, outbound_departure_time: 12:50, passengers: 4, return_date: 2019-03-06, seating_class: Economy }]\nEnd Search Results"""
"SYSTEM","""There is 1 flight with United Airlines at 12:50 pm returning at 4:45 am for $186."""
"USER","""Ok thank you for the information."""
"SYSTEM","""Can I help with something else?"""
"USER","""No, that is all thank you."""
"SYSTEM","""Have a good day."""
