"Speaker","Utterance"
"dialogue_id:"," 10_00047"
"USER","""Hi, can you help me find a movie?"""
"SYSTEM","APICall(method='FindMovies', parameters={  })"
"Tool","""Search Results\n[{ aggregate_rating: 8.20, director: Malik Bendjelloul, genre: Biographical, starring: Dennis Coffey, title: Searching for Sugar Man }, { aggregate_rating: 7.10, director: Jia Zhangke, genre: Crime, starring: Casper Liang, title: Ash Is Purest White }]\nEnd Search Results"""
"SYSTEM","""Sure, Searching for Sugar Man is a very popular movie. It has a rating of 8.2."""
"USER","""That sounds good."""
"SYSTEM","""Do you need anything else today?"""
"USER","""Yeah, I'd like to find a song."""
"SYSTEM","APICall(method='LookupSong', parameters={  })"
"Tool","""Search Results\n[{ album: Badlands, artist: Halsey, genre: Electropop, song_name: Ghost, year: 2014 }, { album: Happiness, artist: Hurts, genre: Pop, song_name: Wonderful Life, year: 2010 }]\nEnd Search Results"""
"SYSTEM","""Sure, how about Ghost by Halsey. The song is from the album Badlands."""
"USER","""Ummm, do you have anything else?"""
"SYSTEM","""Sure, you might like Wonderful Life by Hurts from their album Happiness."""
"USER","""That sounds good. I don't think I've heard that song before."""
"SYSTEM","""Would you like me to play Wonderful Life on the TV."""
"USER","""Yeah, that will be good. What type of song is it?"""
"SYSTEM","APICall(method='PlaySong', parameters={ playback_device: TV, song_name: Wonderful Life })"
"Tool","""Search Results\n[{ album: Happiness, artist: Hurts, genre: Pop, playback_device: TV, song_name: Wonderful Life, year: 2010 }]\nEnd Search Results"""
"SYSTEM","""It's a pop song and it should be starting now. I hope you enjoy the song."""
"USER","""Thanks so much."""
"SYSTEM","""Can I help you with anything else today?"""
"USER","""No, that will be all."""
"SYSTEM","""I hope you have a great day!"""
