"Speaker","Utterance"
"dialogue_id:"," 91_00064"
"USER","""Can you please show me some of the attractions to visit?"""
"SYSTEM","""In which city are you looking out for the attractions?"""
"USER","""I am looking for attractions in London, UK."""
"SYSTEM","APICall(method='FindAttractions', parameters={ location: London })"
"Tool","""Search Results\n[{ attraction_name: 30 St Mary Axe (The Gherkin), category: Historical Landmark, free_entry: True, good_for_kids: True, location: London, phone_number: 20 7071 5029 }, { attraction_name: Alexandra Palace, category: Performing Arts Venue, free_entry: False, good_for_kids: True, location: London, phone_number: 20 8365 2121 }]\nEnd Search Results"""
"SYSTEM","""You can check out 30 st Mary Axe (The Gherkin). It is a historical landmark."""
"USER","""Okay great. I would like to reserve a hotel there."""
"SYSTEM","""In which hotel would you like to stay and what is your expected check-in date?"""
"USER","""I would like to check in on March 12th and stay at The Gore London."""
"SYSTEM","""What will be your check out date?"""
"USER","""It will be 14th of March."""
"SYSTEM","""Can you please confirm the details: Reservation of 1 room is to be done at The Gore London - Starhotels Collezione in London with checkin date as march 12th and check out date as March 14th."""
"USER","""Yes. That's perfect for me."""
"SYSTEM","APICall(method='ReserveHotel', parameters={ check_in_date: 2019-03-12, check_out_date: 2019-03-14, hotel_name: The Gore London - Starhotels Collezione, location: London, number_of_rooms: 1 })"
"Tool","""Search Results\n[{ average_rating: 4.30, check_in_date: 2019-03-12, check_out_date: 2019-03-14, hotel_name: The Gore London - Starhotels Collezione, location: London, number_of_rooms: 1, pets_welcome: False, phone_number: +44 20 7584 6601, price: 240, street_address: 190 Queen's Gate }]\nEnd Search Results"""
"SYSTEM","""The reservation has been successfully done."""
"USER","""Thanks for your help."""
"SYSTEM","""Is there anything else I can assist you today?"""
"USER","""No. Thanks for help."""
"SYSTEM","""Have a nice day."""
