"Speaker","Utterance"
"dialogue_id:"," 18_00028"
"USER","""I need to locate a therapist please."""
"SYSTEM","""Are you looking for a psychologist, family counselor or something else? And in what city please?"""
"USER","""I need a psychiatrist in Sunnyvale."""
"SYSTEM","APICall(method='FindProvider', parameters={ city: Sunnyvale, type: Psychiatrist })"
"Tool","""Search Results\n[{ address: 505 West Olive Avenue, city: Sunnyvale, phone_number: 650-380-3823, therapist_name: Sunnyvale Psychiatry, type: Psychiatrist }]\nEnd Search Results"""
"SYSTEM","""I recommend Sunnyvale Psychiatry, which is a Sunnyvale psychiatrist."""
"USER","""That sounds fine, thank you."""
"SYSTEM","""Would you like to make an appointment?"""
"USER","""Yes, I would."""
"SYSTEM","""At what time please?"""
"USER","""Please make it for 12:30 PM."""
"SYSTEM","""On what date?"""
"USER","""I'd like it for Saturday this week."""
"SYSTEM","""Confirming an appointment on March 2nd at 12:30 PM at Sunnyvale Psychiatry."""
"USER","""No, please make it for the 11th."""
"SYSTEM","""Confirming an appointment on March 11th at 12:30 PM."""
"USER","""Thank you, that's right."""
"SYSTEM","APICall(method='BookAppointment', parameters={ appointment_date: 2019-03-11, appointment_time: 12:30, therapist_name: Sunnyvale Psychiatry })"
"Tool","""Search Results\n[{ address: 505 West Olive Avenue, appointment_date: 2019-03-11, appointment_time: 12:30, phone_number: 650-380-3823, therapist_name: Sunnyvale Psychiatry }]\nEnd Search Results"""
"SYSTEM","""The appointment has been booked and you will receive a confirming email shortly."""
"USER","""I also need a taxi please."""
"SYSTEM","""Is your destination 505 West Olive Avenue and is there a specific type of ride you would like?"""
"USER","""Yes, the address is correct and I would like a luxury ride."""
"SYSTEM","""For how many people?"""
"USER","""It's for two and the destination is Century at Pacific Commons & XD."""
"SYSTEM","""Confirming a luxury ride for 2 to Century at Pacific Commons & XD."""
"USER","""Yes, thank you."""
"SYSTEM","APICall(method='GetRide', parameters={ destination: Century at Pacific Commons & XD, number_of_seats: 2, ride_type: Luxury })"
"Tool","""Search Results\n[{ destination: Century at Pacific Commons & XD, number_of_seats: 2, ride_fare: 43.29, ride_type: Luxury, wait_time: 14 }]\nEnd Search Results"""
"SYSTEM","""The ride is been booked and the taxi will arrive shortly."""
"USER","""When will it be here and how much will it cost?"""
"SYSTEM","""The fare will be $43.29 and the taxi will arrive in 14 minutes."""
"USER","""Thanks so much for your help."""
"SYSTEM","""You're very welcome."""
