"Speaker","Utterance"
"dialogue_id:"," 30_00010"
"USER","""I'll be near New York City soon. While I'm there, I want to attend an event. Please help me purchase 1 ticket for Improv and Acting."""
"SYSTEM","""What date should I purchase the ticket for?"""
"USER","""I want to attend the event on the 13th of March please."""
"SYSTEM","""Booking 1 ticket tot he Improv and Acting Event in New York. The event will be taking place on March 13th. Shall I purchase the tickets for you?"""
"USER","""Yeah I still want to attend this event. Please buy my ticket."""
"SYSTEM","APICall(method='BuyEventTickets', parameters={ city: New York, date: 2019-03-13, event_name: Improv And Acting, number_of_tickets: 1 })"
"Tool","""Search Results\n[{ city: New York, date: 2019-03-13, event_name: Improv And Acting, number_of_tickets: 1, price_per_ticket: 55, time: 16:30, venue: Vimbly, venue_address: 349 5th Avenue }]\nEnd Search Results"""
"SYSTEM","""Your reservation has been confirmed. I hope you have a great time at the event."""
"USER","""What is the starting time for the event? Oh, and give me the address of the venue."""
"SYSTEM","""The start time for Improv and Acting is 4:30 PM on March 13th. The address of the venue is 349 5th Avenue."""
"USER","""I can't wait to see that performance. Thank you very much. I need help finding a bus to that location. Please help."""
"SYSTEM","""Where will you be departing from?"""
"USER","""I'll be leaving from Washington to go on my trip."""
"SYSTEM","""Is the departure date March 13th?"""
"USER","""No it is not. I'm planning on leaving next Monday."""
"SYSTEM","APICall(method='FindBus', parameters={ departure_date: 2019-03-04, from_city: Washington, num_passengers: 1, to_city: New York })"
"Tool","""Search Results\n[{ category: direct, departure_date: 2019-03-04, departure_time: 06:20, from_city: Washington, from_station: Silver Spring Bus Stop, num_passengers: 1, price: 36, to_city: New York, to_station: Penn Station }, { category: direct, departure_date: 2019-03-04, departure_time: 12:10, from_city: Washington, from_station: Silver Spring Bus Stop, num_passengers: 1, price: 39, to_city: New York, to_station: Penn Station }]\nEnd Search Results"""
"SYSTEM","""A bus is leaving at 6:20 am on next Monday. The cost of the ticket is $36."""
"USER","""I want something else. It doesn't matter if it is a direct bus or not. But I am leaving from Philly if that helps narrow it down."""
"SYSTEM","APICall(method='FindBus', parameters={ departure_date: 2019-03-04, from_city: Philadelphia, num_passengers: 1, to_city: New York })"
"Tool","""Search Results\n[{ category: direct, departure_date: 2019-03-04, departure_time: 09:00, from_city: Philadelphia, from_station: 10th and Filbert, num_passengers: 1, price: 24, to_city: New York, to_station: Penn Station }, { category: direct, departure_date: 2019-03-04, departure_time: 10:10, from_city: Philadelphia, from_station: 10th and Filbert, num_passengers: 1, price: 21, to_city: New York, to_station: Penn Station }]\nEnd Search Results"""
"SYSTEM","""There is a bus leaving from that area at 9 am. The ticket price is $24."""
"USER","""That sounds better. I'll go ahead and purchase those tickets."""
"SYSTEM","""The following details are concerning your bus ride. You are departing from Philadelphia and heading to New York on March 4th at 9 am. The ticket is for 1 person without extra luggage."""
"USER","""That's not entirely correct. I do have excess luggage with me."""
"SYSTEM","""Confirm the following change. The ticket is for 1 person with extra luggage to carry onto the bus. Is that right?"""
"USER","""That change is correct. Those details should work just fine."""
"SYSTEM","APICall(method='BuyBusTicket', parameters={ additional_luggage: True, departure_date: 2019-03-04, departure_time: 09:00, from_city: Philadelphia, num_passengers: 1, to_city: New York })"
"Tool","""Search Results\n[{ additional_luggage: True, category: direct, departure_date: 2019-03-04, departure_time: 09:00, from_city: Philadelphia, from_station: 10th and Filbert, num_passengers: 1, price: 32, to_city: New York, to_station: Penn Station }]\nEnd Search Results"""
"SYSTEM","""Your ticket has been purchased and reserved. Enjoy your trip."""
"USER","""You have my thanks. Setting this up would be difficult withour your help."""
"SYSTEM","""Can I assist you with anything else today?"""
"USER","""No no. That's all I need for now. Thank you again."""
"SYSTEM","""Have a lovely evening and take care."""
