"Speaker","Utterance"
"dialogue_id:"," 8_00100"
"USER","""I want to see a baseball game on the 13th of March."""
"SYSTEM","""In which city and what kind of event?"""
"USER","""I want to see a rock concert or anything else with music in SD."""
"SYSTEM","APICall(method='FindEvents', parameters={ category: Music, city_of_event: San Diego, date: 2019-03-13, subcategory: Rock })"
"Tool","""Search Results\n[{ address_of_location: 2891 University Avenue, category: Music, city_of_event: San Diego, date: 2019-03-13, event_location: The Observatory North Park, event_name: Fidlar, subcategory: Rock, time: 20:00 }, { address_of_location: 2891 University Avenue, category: Music, city_of_event: San Diego, date: 2019-03-13, event_location: The Observatory North Park, event_name: Local Natives, subcategory: Rock, time: 20:00 }]\nEnd Search Results"""
"SYSTEM","""Fidlar would be performing at the observatory north park on march 13th at 8 pm."""
"USER","""That would be great."""
"SYSTEM","""Would you need anything else?"""
"USER","""How much money do I have in my checking account?"""
"SYSTEM","APICall(method='CheckBalance', parameters={ account_type: checking })"
"Tool","""Search Results\n[{ account_balance: 12254.49, account_type: checking }]\nEnd Search Results"""
"SYSTEM","""You have $12,254.49 in your checking account."""
"USER","""That would be fine."""
"SYSTEM","""You would like to make a transfer?"""
"USER","""No. I want to pay for 3 tickets to the concert."""
"SYSTEM","""You would like 3 tickets to see Fidlar in san diego on march 13th?"""
"USER","""Yes. What is the address of the venue?"""
"SYSTEM","APICall(method='BuyEventTickets', parameters={ city_of_event: San Diego, date: 2019-03-13, event_name: Fidlar, number_of_seats: 3 })"
"Tool","""Search Results\n[{ address_of_location: 2891 University Avenue, city_of_event: San Diego, date: 2019-03-13, event_location: The Observatory North Park, event_name: Fidlar, number_of_seats: 3, time: 20:00 }]\nEnd Search Results"""
"SYSTEM","""It is 2891 university avenue. I made the reservation. I hope you enjoy the show."""
"USER","""I will. Thanks."""
"SYSTEM","""Would there be anything else?"""
"USER","""No. Thanks a lot."""
"SYSTEM","""Enjoy your day."""
