"Speaker","Utterance"
"dialogue_id:"," 117_00041"
"USER","""I need to pick up a rental car in Philly."""
"SYSTEM","""You would like it till when?"""
"USER","""Till next Thursday. I need it for evening 5:30"""
"SYSTEM","""When would you like to pick it up?"""
"USER","""I would like it from tomorrow."""
"SYSTEM","APICall(method='GetCarsAvailable', parameters={ dropoff_date: 2019-03-07, pickup_city: Philadelphia, pickup_date: 2019-03-02, pickup_time: 17:30 })"
"Tool","""Search Results\n[{ car_name: Civic, dropoff_date: 2019-03-07, pickup_city: Philadelphia, pickup_date: 2019-03-02, pickup_location: PHL International Airport, pickup_time: 17:00, total_price: 170, type: Standard }, { car_name: Corolla, dropoff_date: 2019-03-07, pickup_city: Philadelphia, pickup_date: 2019-03-02, pickup_location: Intercity Terminal, pickup_time: 17:00, total_price: 155, type: Standard }]\nEnd Search Results"""
"SYSTEM","""There are 7 options. There is a lovely standard civic car at PHL international airport on March 2nd?"""
"USER","""Is there anything else? I need a compact car for 6 in the evening."""
"SYSTEM","APICall(method='GetCarsAvailable', parameters={ dropoff_date: 2019-03-07, pickup_city: Philadelphia, pickup_date: 2019-03-02, pickup_time: 18:00, type: Compact })"
"Tool","""Search Results\n[{ car_name: Cooper, dropoff_date: 2019-03-07, pickup_city: Philadelphia, pickup_date: 2019-03-02, pickup_location: Intercity Terminal, pickup_time: 18:00, total_price: 120, type: Compact }, { car_name: Fit, dropoff_date: 2019-03-07, pickup_city: Philadelphia, pickup_date: 2019-03-02, pickup_location: Intercity Terminal, pickup_time: 18:00, total_price: 125, type: Compact }]\nEnd Search Results"""
"SYSTEM","""There is a lovely compact cooper car at intercity terminal on March 2nd?"""
"USER","""Can I have another car for sunday this week?"""
"SYSTEM","APICall(method='GetCarsAvailable', parameters={ dropoff_date: 2019-03-07, pickup_city: Philadelphia, pickup_date: 2019-03-03, pickup_time: 18:00, type: Compact })"
"Tool","""Search Results\n[{ car_name: Cooper, dropoff_date: 2019-03-07, pickup_city: Philadelphia, pickup_date: 2019-03-03, pickup_location: Intercity Terminal, pickup_time: 18:00, total_price: 100, type: Compact }, { car_name: Fit, dropoff_date: 2019-03-07, pickup_city: Philadelphia, pickup_date: 2019-03-03, pickup_location: Intercity Terminal, pickup_time: 18:00, total_price: 96, type: Compact }]\nEnd Search Results"""
"SYSTEM","""There are 5 options. There is a lovely fit compact car at intercity terminal on March 3rd?"""
"USER","""How much would it cost in all?"""
"SYSTEM","""$96 in all."""
"USER","""That would be great."""
"SYSTEM","""Would you like the car?"""
"USER","""No,not right now. I would need flexible tickets for a bus to get there."""
"SYSTEM","""When would you like to leave and where would you be traveling from?"""
"USER","""I would be leaving Washington later today."""
"SYSTEM","APICall(method='FindBus', parameters={ departure_date: 2019-03-01, destination: Philadelphia, fare_type: Flexible, origin: Washington })"
"Tool","""Search Results\n[{ departure_date: 2019-03-01, departure_time: 07:10, destination: Philadelphia, destination_station_name: Intercity Terminal, fare_type: Flexible, group_size: 1, origin: Washington, origin_station_name: Union Station, price: 50 }, { departure_date: 2019-03-01, departure_time: 07:50, destination: Philadelphia, destination_station_name: Intercity Terminal, fare_type: Flexible, group_size: 1, origin: Washington, origin_station_name: Union Station, price: 47 }]\nEnd Search Results"""
"SYSTEM","""Would you like a flexible ticket for a bus at 7:10 am? It would cost $50."""
"USER","""That is too early. Is there anything else leaving tomorrow?"""
"SYSTEM","APICall(method='FindBus', parameters={ departure_date: 2019-03-02, destination: Philadelphia, fare_type: Flexible, origin: Washington })"
"Tool","""Search Results\n[{ departure_date: 2019-03-02, departure_time: 07:10, destination: Philadelphia, destination_station_name: Intercity Terminal, fare_type: Flexible, group_size: 1, origin: Washington, origin_station_name: Union Station, price: 50 }, { departure_date: 2019-03-02, departure_time: 07:50, destination: Philadelphia, destination_station_name: Intercity Terminal, fare_type: Flexible, group_size: 1, origin: Washington, origin_station_name: Union Station, price: 45 }]\nEnd Search Results"""
"SYSTEM","""There are 7 options available. Would you like a flexible ticket for a bus at 7:50 am? It would cost $45."""
"USER","""What is the name of the bus station that I would be leaving from and which one would I be arriving at?"""
"SYSTEM","""You would be leaving Union station and heading to intercity terminal."""
"USER","""That would be great."""
"SYSTEM","""You would like to get tickets?"""
"USER","""No, I don't."""
"SYSTEM","""Is that anything I can assist you with?"""
"USER","""I would like to get an economy seat on a round trip flight for the 12th."""
"SYSTEM","""Would you like to leave on March 3rd or March 2nd or some other day?"""
"USER","""I want to leave later today."""
"SYSTEM","APICall(method='SearchRoundtripFlights', parameters={ departure_date: 2019-03-01, destination_city: Philadelphia, origin_city: Washington, return_date: 2019-03-12, seating_class: Economy })"
"Tool","""Search Results\n[{ airlines: United Airlines, departure_date: 2019-03-01, destination_airport: PHL International Airport, destination_city: Philadelphia, inbound_arrival_time: 07:15, inbound_departure_time: 04:45, number_stops: 1, origin_airport: Dulles International Airport, origin_city: Washington, outbound_arrival_time: 00:51, outbound_departure_time: 20:40, passengers: 1, price: 195, refundable: False, return_date: 2019-03-12, seating_class: Economy }]\nEnd Search Results"""
"SYSTEM","""There is 1 suitable flight. There is an outbound flight on united airlines that leaves at 8:40 pm. It would be returning at 4:45 am and costs $195"""
"USER","""Is the ticket refundable? How many stops are there?"""
"SYSTEM","""There is just 1. I am sorry but the ticket is non-refundable."""
"USER","""That flight would work"""
"SYSTEM","""Is there anything else?"""
"USER","""No. Thank you."""
"SYSTEM","""Enjoy your day."""
