"Speaker","Utterance"
"dialogue_id:"," 112_00061"
"USER","""I need you to get me an eye doctor, I'm going blind I think."""
"SYSTEM","""Which city will you need to go to?"""
"USER","""Find SFO. Look under Ophthalmologist please."""
"SYSTEM","APICall(method='FindProvider', parameters={ city: San Francisco, type: Ophthalmologist })"
"Tool","""Search Results\n[{ average_rating: 5.00, city: San Francisco, doctor_name: Alan B. Scott, M.D., phone_number: 415-923-3120, street_address: 2100 Webster Street suite 214, type: Ophthalmologist }, { average_rating: 5.00, city: San Francisco, doctor_name: Alejandra de Alba, M.D., phone_number: 415-353-2800, street_address: 291 Geary Street #700, type: Ophthalmologist }]\nEnd Search Results"""
"SYSTEM","""What about trying Alan B. Scott, M.D. in San Francisco. He IS an Ophthalmologist."""
"USER","""Fine, that's good."""
"SYSTEM","""What else do you need?"""
"USER","""What's the weather like there?"""
"SYSTEM","APICall(method='GetWeather', parameters={ city: San Francisco })"
"Tool","""Search Results\n[{ city: San Francisco, date: 2019-03-01, humidity: 49, precipitation: 29, temperature: 91, wind: 2 }]\nEnd Search Results"""
"SYSTEM","""Well, the temp will be 91 and there is a 29 percent chance of rain."""
"USER","""Fine, get me an appointment then. How about half past 11 in the morning on the 1st of March?"""
"SYSTEM","""Here's what I heard: appointment for Alan B. Scott, M.D., 11:30 am, March 1st."""
"USER","""Fine, what are they rated and where are they?"""
"SYSTEM","APICall(method='BookAppointment', parameters={ appointment_date: 2019-03-01, appointment_time: 11:30, doctor_name: Alan B. Scott, M.D. })"
"Tool","""Search Results\n[{ appointment_date: 2019-03-01, appointment_time: 11:00, average_rating: 5.00, doctor_name: Alan B. Scott, M.D., phone_number: 415-923-3120, street_address: 2100 Webster Street suite 214, type: Ophthalmologist }]\nEnd Search Results"""
"SYSTEM","""Sorry, no appointment available at the time you asked for. They are at 2100 Webster Street suite 214. The rating is 5.0 I'm sorry though I can't find an appointment at the time you prefer. How about Alan B. Scott, M.D. on March 1st at 11 am?"""
"USER","""Nope, that's not good."""
"SYSTEM","""What can I do to make this up to you?"""
"USER","""No, you've made quite a mess of things as it is."""
"SYSTEM","""I'm quite sorry."""
