"Speaker","Utterance"
"dialogue_id:"," 45_00117"
"USER","""Hey, can you tell me the weather on March 1st in Valley Ford?"""
"SYSTEM","APICall(method='GetWeather', parameters={ city: Valley Ford, date: 2019-03-01 })"
"Tool","""Search Results\n[{ city: Valley Ford, date: 2019-03-01, humidity: 17, precipitation: 6, temperature: 72, wind: 10 }]\nEnd Search Results"""
"SYSTEM","""Sure, it'll be around 72 degrees with a 6 percent chance of rain."""
"USER","""Okay thanks. How about in Pinole on March 11th?"""
"SYSTEM","APICall(method='GetWeather', parameters={ city: Pinole, date: 2019-03-11 })"
"Tool","""Search Results\n[{ city: Pinole, date: 2019-03-11, humidity: 30, precipitation: 17, temperature: 89, wind: 10 }]\nEnd Search Results"""
"SYSTEM","""It'll be around 89 degrees with a 17 percent chance of rain."""
"USER","""Nice, thanks. Can you find a song for me?"""
"SYSTEM","APICall(method='LookupMusic', parameters={  })"
"Tool","""Search Results\n[{ album: Khayali, artist: Tamer Ashor, genre: Pop, song_name: Mahzouz }, { album: Expectations, artist: Hayley Kiyoko, genre: Pop, song_name: What I Need }]\nEnd Search Results"""
"SYSTEM","""Of course. How about Mahzouz by Tamer Ashor from the album Khayali?"""
"USER","""What genre is it?"""
"SYSTEM","""It's a pop song."""
"USER","""Is there anything else?"""
"SYSTEM","""How about What I need by the album Expectations from Hayley Kiyoko?"""
"USER","""Is there anything else? I like All That Remains. Anything from the Madness album?"""
"SYSTEM","APICall(method='LookupMusic', parameters={ album: Madness, artist: All That Remains })"
"Tool","""Search Results\n[{ album: Madness, artist: All That Remains, genre: Rock, song_name: The Thunder Rolls }]\nEnd Search Results"""
"SYSTEM","""I found 1 good song. How about The Thunder Rolls from the Madness album by All That Remains?"""
"USER","""What genre is it?"""
"SYSTEM","""It's a rock song."""
"USER","""Nice, sounds perfect."""
"SYSTEM","""Should I play it now?"""
"USER","""Sure, cast it to my bedroom speaker."""
"SYSTEM","""Okay, please confirm that you'd like to play The Thunder Rolls on bedroom speaker."""
"USER","""No, play it on the display."""
"SYSTEM","""Okay, I'll play The Thunder Rolls on the TV."""
"USER","""That's perfect, thanks."""
"SYSTEM","APICall(method='PlayMedia', parameters={ artist: All That Remains, playback_device: TV, song_name: The Thunder Rolls })"
"Tool","""Search Results\n[{ album: Madness, artist: All That Remains, genre: Rock, playback_device: TV, song_name: The Thunder Rolls }]\nEnd Search Results"""
"SYSTEM","""The song is playing now."""
"USER","""Thanks a lot, that's all."""
"SYSTEM","""No worries, bye."""
