"Speaker","Utterance"
"dialogue_id:"," 27_00070"
"USER","""Hello, I was hoping you can help me find bus tickets."""
"SYSTEM","""Yes, I can do that. Where are you leaving from?"""
"USER","""I will be leaving from Fresno, CA."""
"SYSTEM","""What date are you planning to leave and what is your destination?"""
"USER","""I am planning to leave on the 12th of March and want to travel to Sacramento, CA."""
"SYSTEM","APICall(method='FindBus', parameters={ departure_date: 2019-03-12, from_city: Fresno, to_city: Sacramento })"
"Tool","""Search Results\n[{ category: direct, departure_date: 2019-03-12, departure_time: 06:20, from_city: Fresno, from_station: 2660 Tulare St, num_passengers: 1, price: 34, to_city: Sacramento, to_station: 65th Light Rail Station }, { category: direct, departure_date: 2019-03-12, departure_time: 09:20, from_city: Fresno, from_station: 2660 Tulare St, num_passengers: 1, price: 33, to_city: Sacramento, to_station: 65th Light Rail Station }]\nEnd Search Results"""
"SYSTEM","""I have found 6 buses that might work for you. There is a bus departing at 6:20 am and tickets are $34."""
"USER","""That sounds good. Can you also show me things to do around Sacramento?"""
"SYSTEM","APICall(method='FindAttractions', parameters={ location: Sacramento })"
"Tool","""Search Results\n[{ attraction_name: California State Capitol Museum, category: Museum, free_entry: True, good_for_kids: False, location: Sacramento, phone_number: 916-445-2841 }, { attraction_name: California State Railroad Museum, category: Museum, free_entry: True, good_for_kids: False, location: Sacramento, phone_number: 916-323-9280 }]\nEnd Search Results"""
"SYSTEM","""There are 8 attractions that might interest you. There is a museum called the California State Capitol Museum."""
"USER","""That sounds cool. Can you tell me more?"""
"SYSTEM","""There is also a museum called the California State Railroad Museum."""
"USER","""Okay, that sounds great. Can you purchase the bus ticket we discussed earlier?"""
"SYSTEM","""How many tickets will you need?"""
"USER","""I will need three tickets."""
"SYSTEM","""Please confirm the following details: You would like 3 tickets for the bus leaving from Fresno to Sacramento on March 12th. The bus will depart at 6:20 am. No extra luggage in this trip."""
"USER","""Yes, that is correct. What station will it depart from?"""
"SYSTEM","APICall(method='BuyBusTicket', parameters={ additional_luggage: False, departure_date: 2019-03-12, departure_time: 06:20, from_city: Fresno, num_passengers: 3, to_city: Sacramento })"
"Tool","""Search Results\n[{ additional_luggage: False, category: direct, departure_date: 2019-03-12, departure_time: 06:20, from_city: Fresno, from_station: 2660 Tulare St, num_passengers: 3, price: 34, to_city: Sacramento, to_station: 65th Light Rail Station }]\nEnd Search Results"""
"SYSTEM","""Your tickets are confirmed. It departs from 2660 Tulare St."""
"USER","""Thank you for your help! Can you help me find hotels in that area, also?"""
"SYSTEM","APICall(method='SearchHotel', parameters={ location: Sacramento })"
"Tool","""Search Results\n[{ location: Sacramento, number_of_rooms: 1, phone_number: +1 916-929-7900, place_name: Courtyard By Marriott Sacramento Cal Expo, price_per_night: 102, smoking_allowed: False, star_rating: 3, street_address: 1782 Tribute Road }, { location: Sacramento, number_of_rooms: 3, phone_number: +1 916-455-6800, place_name: Courtyard By Marriott Sacramento Midtown, price_per_night: 180, smoking_allowed: False, star_rating: 3, street_address: 4422 Y Street }]\nEnd Search Results"""
"SYSTEM","""I have found 10 hotels that match, one being the Courtyard by Marriott Sacramento Cal Expo. It is a 3 star hotel."""
"USER","""Sounds great, but that will be all for now."""
"SYSTEM","""Have a good trip! Goodbye!"""
