"Speaker","Utterance"
"dialogue_id:"," 51_00006"
"USER","""I'd like to listen to some music. I really like Mohammed Al Salem. Can you play Qalb Qalb Party?"""
"SYSTEM","""You'd like to hear Qalb Qalb Party on the TV speakers. Is this correct?"""
"USER","""Yes, that would be great."""
"SYSTEM","APICall(method='PlaySong', parameters={ artist: Mohammed Al Salem, playback_device: TV, song_name: Qalb Qalb Party })"
"Tool","""Search Results\n[{ album: Radh, artist: Mohammed Al Salem, genre: Pop, playback_device: TV, song_name: Qalb Qalb Party, year: 2016 }]\nEnd Search Results"""
"SYSTEM","""Your selection is beginning now."""
"USER","""Can you tell me what genre that is and which album it is from?"""
"SYSTEM","""Yes, it is a Pop song from the album Radh."""
"USER","""Can you help me find something to do?"""
"SYSTEM","""Certainly. Where should I begin the search? Do you have a specific Music or Sports event in mind?"""
"USER","""I'd like to attend a Concert in Portland, OR."""
"SYSTEM","APICall(method='FindEvents', parameters={ city: Portland, event_type: Music })"
"Tool","""Search Results\n[{ category: Pop, city: Portland, date: 2019-03-09, event_name: Bryan Adams, event_type: Music, time: 19:00, venue: Theater Of The Clouds, venue_address: 1016-1098 North Center Court Street }, { category: Blues, city: Portland, date: 2019-03-01, event_name: Damien Jurado, event_type: Music, time: 17:00, venue: The Old Church Concert Hall, venue_address: 1422 Southwest 11th Avenue }]\nEnd Search Results"""
"SYSTEM","""Bryan Adams will be performing at Theater Of The Clouds."""
"USER","""Can you tell me what the address is?"""
"SYSTEM","""Yes, the address is 1016-1098 North Center Court Street."""
"USER","""Thank you for the help. That's everything I need."""
"SYSTEM","""You're welcome. Have a wonderful day."""
