"Speaker","Utterance"
"dialogue_id:"," 8_00000"
"USER","""I need 2 tickets for the bus leaving around 10:30."""
"SYSTEM","""When are you leaving?"""
"USER","""8th of March."""
"SYSTEM","""Where are you going? Where are you leaving from?"""
"USER","""I am leaving from San Diego to go to Fresno."""
"SYSTEM","""Please confirm, 2 bus tickets from San Diego to Fresno on March 8th on 10:30 am."""
"USER","""Yes, that is perfect."""
"SYSTEM","APICall(method='BuyBusTicket', parameters={ from_location: San Diego, leaving_date: 2019-03-08, leaving_time: 10:30, to_location: Fresno, travelers: 2 })"
"Tool","""Search Results\n[{ fare: 45, from_location: San Diego, from_station: Santa Fe Depot, leaving_date: 2019-03-08, leaving_time: 10:30, to_location: Fresno, to_station: Fresno Station, transfers: 0, travelers: 2 }]\nEnd Search Results"""
"SYSTEM","""Your tickets are confirmed."""
"USER","""Thanks, I also need a full-size rental in Fresno."""
"SYSTEM","""What time do you want to pick it up?"""
"USER","""I want to pick it up on the 11th of March at 1:30 in the afternoon."""
"SYSTEM","""When do you want to drop it off?"""
"USER","""I need it until the 14th of this Month."""
"SYSTEM","APICall(method='GetCarsAvailable', parameters={ dropoff_date: 2019-03-14, pickup_city: Fresno, pickup_date: 2019-03-11, pickup_time: 13:30, type: Full-size })"
"Tool","""Search Results\n[{ car_name: Cherokee, dropoff_date: 2019-03-14, pickup_city: Fresno, pickup_date: 2019-03-11, pickup_location: Fresno Yosemite International Airport, pickup_time: 13:30, total_price: 132, type: Full-size }, { car_name: Rogue, dropoff_date: 2019-03-14, pickup_city: Fresno, pickup_date: 2019-03-11, pickup_location: Fresno Yosemite International Airport, pickup_time: 13:30, total_price: 147, type: Full-size }]\nEnd Search Results"""
"SYSTEM","""I found a full-size car, like a Cherokee, at Fresno Yosemite International Airport available March 11th."""
"USER","""That sounds cool."""
"SYSTEM","""Can I help with anything else?"""
"USER","""I am ready to make a reservation."""
"SYSTEM","""Please confirm, reservation for a full-size car at Fresno Yosemite International Airport on March 11th at 1:30 pm. The drop off day was March 14th."""
"USER","""That sounds good. What is the total cost?"""
"SYSTEM","APICall(method='ReserveCar', parameters={ dropoff_date: 2019-03-14, pickup_date: 2019-03-11, pickup_location: Fresno Yosemite International Airport, pickup_time: 13:30, type: Full-size })"
"Tool","""Search Results\n[{ car_name: Cherokee, dropoff_date: 2019-03-14, pickup_date: 2019-03-11, pickup_location: Fresno Yosemite International Airport, pickup_time: 13:30, total_price: 132, type: Full-size }]\nEnd Search Results"""
"SYSTEM","""Your car is reserved. The total is $132."""
"USER","""Thanks, that is all I need."""
"SYSTEM","""Have a nice day."""
