"Speaker","Utterance"
"dialogue_id:"," 50_00056"
"USER","""I want to go somewhere fun. I think there's a Arizona vs LA Dodgers game on March 2nd."""
"SYSTEM","""What city is the event in? And what number of tickets do you want?"""
"USER","""It's in Phoenix, AZ and I want tickets for two."""
"SYSTEM","""You want 2 tickets to the Arizona vs LA Dodgers game in Phoenix on March 2nd?"""
"USER","""That's right."""
"SYSTEM","APICall(method='BuyEventTickets', parameters={ city: Phoenix, date: 2019-03-02, event_name: Arizona Vs La Dodgers, number_of_tickets: 2 })"
"Tool","""Search Results\n[{ city: Phoenix, date: 2019-03-02, event_name: Arizona Vs La Dodgers, number_of_tickets: 2, time: 17:30, venue: Chase Field, venue_address: 401 East Jefferson Street }]\nEnd Search Results"""
"SYSTEM","""The tickets have been purchased. Enjoy the game!"""
"USER","""Thank you. Can you rent me a car I can drive there with? I need a medium-sized vehicle today."""
"SYSTEM","""Sure. What time do you want to pick it up? And how long are you keeping it for?"""
"USER","""I would like to get it at 9 o""clock in the morning. I want to keep it until the day after tomorrow."""
"SYSTEM","APICall(method='GetCarsAvailable', parameters={ dropoff_date: 2019-03-03, pickup_city: Phoenix, pickup_date: 2019-03-01, pickup_time: 09:00, type: Standard })"
"Tool","""Search Results\n[{ car_name: Accord, dropoff_date: 2019-03-03, pickup_city: Phoenix, pickup_date: 2019-03-01, pickup_location: Sky Harbor International Airport, pickup_time: 09:00, total_price: 62, type: Standard }, { car_name: Camry, dropoff_date: 2019-03-03, pickup_city: Phoenix, pickup_date: 2019-03-01, pickup_location: Sky Harbor International Airport, pickup_time: 09:00, total_price: 62, type: Standard }]\nEnd Search Results"""
"SYSTEM","""There are 3 possible cars. One is a standard Accord which you can pick up today ( on March 1st ) at Sky Harbor International Airport."""
"USER","""Hmm. Any other cars?"""
"SYSTEM","""There is a standard Camry also available today ( on March 1st ) at Sky Harbor International Airport."""
"USER","""How much does it cost?"""
"SYSTEM","""$62."""
"USER","""Awesome."""
"SYSTEM","""Should I book it?"""
"USER","""Yes please."""
"SYSTEM","""You want to book the standard Camry from 9 am on March 1st until March 3rd from Sky Harbor International Airport. Is that correct?"""
"USER","""That's right."""
"SYSTEM","APICall(method='ReserveCar', parameters={ dropoff_date: 2019-03-03, pickup_date: 2019-03-01, pickup_location: Sky Harbor International Airport, pickup_time: 09:00, type: Standard })"
"Tool","""Search Results\n[{ car_name: Camry, dropoff_date: 2019-03-03, pickup_date: 2019-03-01, pickup_location: Sky Harbor International Airport, pickup_time: 09:00, total_price: 62, type: Standard }]\nEnd Search Results"""
"SYSTEM","""I booked the car."""
"USER","""Thank you."""
"SYSTEM","""Do you need assistance with anything else?"""
"USER","""No, that's all. Thanks."""
"SYSTEM","""Enjoy your day!"""
