"Speaker","Utterance"
"dialogue_id:"," 61_00107"
"USER","""I haven't gotten a haircut in a long time. Can you look up salons for me?"""
"SYSTEM","""Sure, in what city?"""
"USER","""Anywhere in San Francisco would be great."""
"SYSTEM","APICall(method='FindProvider', parameters={ city: San Francisco })"
"Tool","""Search Results\n[{ average_rating: 4.80, city: San Francisco, is_unisex: True, phone_number: 415-286-4371, street_address: 1532 20th Street, stylist_name: 1512 Barber Shop }, { average_rating: 4.50, city: San Francisco, is_unisex: True, phone_number: 415-824-1335, street_address: 2737 20th Street, stylist_name: 20Th Salon And Barber }]\nEnd Search Results"""
"SYSTEM","""Ok, it looks like 1512 Barber Shop is a highly rated salon in San Francisco. How about that?"""
"USER","""What's their address?"""
"SYSTEM","""It's at 1532 20th Street."""
"USER","""Ok, that sounds perfect."""
"SYSTEM","""Do you want to make an appointment?"""
"USER","""Yes, can you make it for 11:45 in the morning next Thursday?"""
"SYSTEM","""Sure. To confirm, you want to make an appointment with 1512 Barber Shop at 11:45 am on March 7th. Is that right?"""
"USER","""Yes, that's right. By the way, are they unisex and what's their phone number?"""
"SYSTEM","APICall(method='BookAppointment', parameters={ appointment_date: 2019-03-07, appointment_time: 11:45, stylist_name: 1512 Barber Shop })"
"Tool","""Search Results\n[{ appointment_date: 2019-03-07, appointment_time: 12:00, average_rating: 4.80, is_unisex: True, phone_number: 415-286-4371, street_address: 1532 20th Street, stylist_name: 1512 Barber Shop }]\nEnd Search Results"""
"SYSTEM","""They are a unisex salon, and you can reach them at 415-286-4371. Sorry, it looks like 1512 Barber Shop is already booked for that day and time and I couldn't book your appointment. Do you want to try 12 pm on March 7th?"""
"USER","""Yes, that's fine."""
"SYSTEM","APICall(method='BookAppointment', parameters={ appointment_date: 2019-03-07, appointment_time: 12:00, stylist_name: 1512 Barber Shop })"
"Tool","""Search Results\n[{ appointment_date: 2019-03-07, appointment_time: 12:00, average_rating: 4.80, is_unisex: True, phone_number: 415-286-4371, street_address: 1532 20th Street, stylist_name: 1512 Barber Shop }]\nEnd Search Results"""
"SYSTEM","""Ok, your appointment has been booked!"""
"USER","""Great, thank you."""
"SYSTEM","""Anything else I can help with?"""
"USER","""Yeah, can you add this event to my calendar?"""
"SYSTEM","""Sure, what do you want to name it and for what time?"""
"USER","""Put it for 11:30 am and just call it Stylist visit."""
"SYSTEM","""Ok. To confirm, you want to add the event Stylist visit at 1532 20th Street to your calendar for 11:30 am on March 7th. Is that right?"""
"USER","""Yes, that's fine."""
"SYSTEM","APICall(method='AddEvent', parameters={ event_date: 2019-03-07, event_location: 1532 20th Street, event_name: Stylist visit, event_time: 11:30 })"
"Tool","""Search Results\n[{ event_date: 2019-03-07, event_location: 1532 20th Street, event_name: Stylist visit, event_time: 11:30 }]\nEnd Search Results"""
"SYSTEM","""Ok, the event has been added."""
"USER","""Great, thanks for your help."""
"SYSTEM","""Sure, anything else I can do?"""
"USER","""No, that's all. Thanks."""
"SYSTEM","""No problem, have a good day."""
