"Speaker","Utterance"
"dialogue_id:"," 59_00006"
"USER","""Could you find me a round trip flight?"""
"SYSTEM","""Where are you heading, from where, and when?"""
"USER","""I'm heading to SF from New Delhi and I want to return on the 12th of march"""
"SYSTEM","""when are you leaving?"""
"USER","""this sunday."""
"SYSTEM","APICall(method='SearchRoundtripFlights', parameters={ departure_date: 2019-03-03, destination_city: San Francisco, origin_city: Delhi, return_date: 2019-03-12 })"
"Tool","""Search Results\n[{ airlines: American Airlines, departure_date: 2019-03-03, destination_airport: SFO International Airport, destination_city: San Francisco, inbound_arrival_time: 16:07, inbound_departure_time: 13:15, number_stops: 1, origin_airport: Indira Gandhi International Airport, origin_city: Delhi, outbound_arrival_time: 14:22, outbound_departure_time: 09:20, passengers: 1, price: 387, refundable: False, return_date: 2019-03-12, seating_class: Economy }, { airlines: United Airlines, departure_date: 2019-03-03, destination_airport: SFO International Airport, destination_city: San Francisco, inbound_arrival_time: 20:39, inbound_departure_time: 11:55, number_stops: 1, origin_airport: Indira Gandhi International Airport, origin_city: Delhi, outbound_arrival_time: 07:55, outbound_departure_time: 01:10, passengers: 1, price: 365, refundable: False, return_date: 2019-03-12, seating_class: Economy }]\nEnd Search Results"""
"SYSTEM","""There's an american airlines flight, the outbound leaves at 9:20 am, and the return flight leaves at 1:15 pm, the cost is $387."""
"USER","""Is there anything else?"""
"SYSTEM","""United airlines has a flight leaving at 1:10 am, then the return leaves at 11:55 am, and costs $365."""
"USER","""Works for me, could you buy the tickets?"""
"SYSTEM","""Please confirm: You want to buy a ticket from Delhi to San Francisco on united airlines leaving on march 3rd and returning march 12th, the return flight leaves at 11:55 am and the outbound flight leaves at 1:10 am, and you want an economy seat for 1."""
"USER","""Correct"""
"SYSTEM","APICall(method='ReserveRoundtripFlights', parameters={ airlines: United Airlines, departure_date: 2019-03-03, destination_city: San Francisco, inbound_departure_time: 11:55, origin_city: Delhi, outbound_departure_time: 01:10, passengers: 1, return_date: 2019-03-12, seating_class: Economy })"
"Tool","""Search Results\n[{ airlines: United Airlines, departure_date: 2019-03-03, destination_airport: SFO International Airport, destination_city: San Francisco, inbound_arrival_time: 20:39, inbound_departure_time: 11:55, number_stops: 1, origin_airport: Indira Gandhi International Airport, origin_city: Delhi, outbound_arrival_time: 07:55, outbound_departure_time: 01:10, passengers: 1, price: 365, refundable: False, return_date: 2019-03-12, seating_class: Economy }]\nEnd Search Results"""
"SYSTEM","""Your ticket is confirmed"""
"USER","""Thanks, could you find something for me to do that day?"""
"SYSTEM","""Sure, do you want something music, sports, or other?"""
"USER","""I'd like games."""
"SYSTEM","APICall(method='FindEvents', parameters={ city: San Francisco, event_type: Sports })"
"Tool","""Search Results\n[{ category: Baseball, city: San Francisco, date: 2019-03-13, event_name: Giants Vs Brewers, event_type: Sports, time: 18:00, venue: Oracle Park, venue_address: 24 Willie Mays Plaza }, { category: Baseball, city: San Francisco, date: 2019-03-12, event_name: Giants Vs Cardinals, event_type: Sports, time: 18:00, venue: Oracle Park, venue_address: 24 Willie Mays Plaza }]\nEnd Search Results"""
"SYSTEM","""How about the giants vs brewers at oracle park?"""
"USER","""Works for me."""
"SYSTEM","""Do you want tickets?"""
"USER","""No thanks"""
"SYSTEM","""Do you need anything else?"""
"USER","""No thanks!"""
"SYSTEM","""have a great day"""
