"Speaker","Utterance"
"dialogue_id:"," 14_00045"
"USER","""I'm getting hungry but I don't want to cook. I need to find a place to eat."""
"SYSTEM","""What area should I search in?"""
"USER","""Find some restaurants in Pleasanton."""
"SYSTEM","""What type of food would you like?"""
"USER","""Look for something that serves Brasserie."""
"SYSTEM","APICall(method='FindRestaurants', parameters={ category: Bistro, location: Pleasanton })"
"Tool","""Search Results\n[{ address: 425 Main Street, category: Bistro, has_seating_outdoors: True, has_vegetarian_options: True, location: Pleasanton, phone_number: 925-600-0411, price_range: moderate, rating: 4.40, restaurant_name: Nonni's Bistro }]\nEnd Search Results"""
"SYSTEM","""I found Nonni's Bistro that's located in Pleasanton."""
"USER","""That sounds good. Let's reserve a table there."""
"SYSTEM","""What time would you like a reservation for?"""
"USER","""Let's make the reservation for 12:30 pm."""
"SYSTEM","""Okay, let's confirm: We're booking a table for 2 on March 1st at 12:30 pm at Nonni's Bistro located in Pleasanton."""
"USER","""Yes, sounds good."""
"SYSTEM","APICall(method='ReserveRestaurant', parameters={ date: 2019-03-01, location: Pleasanton, number_of_seats: 2, restaurant_name: Nonni's Bistro, time: 12:30 })"
"Tool","""Search Results\n[{ address: 425 Main Street, category: Bistro, date: 2019-03-01, has_seating_outdoors: True, has_vegetarian_options: True, location: Pleasanton, number_of_seats: 2, phone_number: 925-600-0411, price_range: moderate, rating: 4.40, restaurant_name: Nonni's Bistro, time: 12:30 }]\nEnd Search Results"""
"SYSTEM","""I've made your reservation."""
"USER","""Can I get a cab ride there for me and my friends?"""
"SYSTEM","""And you're heading to 425 Main Street?"""
"USER","""Yes, that's right."""
"SYSTEM","""How about a shared ride?"""
"USER","""A shared ride is just fine."""
"SYSTEM","""Okay, let's confirm: You are booking a shared cab ride for 2 people to 425 Main Street."""
"USER","""Yes, that works. What's the cost?"""
"SYSTEM","APICall(method='GetRide', parameters={ destination: 425 Main Street, number_of_riders: 2, shared_ride: True })"
"Tool","""Search Results\n[{ approximate_ride_duration: 23, destination: 425 Main Street, number_of_riders: 2, ride_fare: 13.32, shared_ride: True }]\nEnd Search Results"""
"SYSTEM","""Your cab is booked and on its way. The cost is $13.32."""
"USER","""And how long will it take to get there?"""
"SYSTEM","""The ride is about 23 minutes"""
"USER","""Thanks for all your help, that's all for now."""
"SYSTEM","""Have a great day!"""
