"Speaker","Utterance"
"dialogue_id:"," 14_00099"
"USER","""I will want a small car for rent and I will take it at night 8."""
"SYSTEM","""What day will you need it from and until what date will you use the car?"""
"USER","""I want the car from Friday next week till the 14th."""
"SYSTEM","""What location will you pick it up?"""
"USER","""I will take the car from Philly and I will use it till the 9th of this month."""
"SYSTEM","APICall(method='GetCarsAvailable', parameters={ dropoff_date: 2019-03-09, pickup_city: Philadelphia, pickup_date: 2019-03-08, pickup_time: 20:00, type: Compact })"
"Tool","""Search Results\n[{ car_name: Cooper, dropoff_date: 2019-03-09, pickup_city: Philadelphia, pickup_date: 2019-03-08, pickup_location: Intercity Terminal, pickup_time: 20:00, total_price: 22, type: Compact }, { car_name: Fit, dropoff_date: 2019-03-09, pickup_city: Philadelphia, pickup_date: 2019-03-08, pickup_location: Intercity Terminal, pickup_time: 20:00, total_price: 27, type: Compact }]\nEnd Search Results"""
"SYSTEM","""You can have a Compact Cooper ready at Intercity Terminal on March 8th for pick up."""
"USER","""That is fantastic."""
"SYSTEM","""Shall I book the car?"""
"USER","""Not at the moment. Help me look for a bus to get there. I need it for one person and I am going from NY."""
"SYSTEM","""Are you going on March 8th?"""
"USER","""I will go this Sunday."""
"SYSTEM","APICall(method='FindBus', parameters={ from_location: New York, leaving_date: 2019-03-03, to_location: Philadelphia, travelers: 1 })"
"Tool","""Search Results\n[{ fare: 24, from_location: New York, from_station: Port Authority Station, leaving_date: 2019-03-03, leaving_time: 07:40, to_location: Philadelphia, to_station: Intercity Terminal, transfers: 0, travelers: 1 }, { fare: 19, from_location: New York, from_station: Port Authority Station, leaving_date: 2019-03-03, leaving_time: 08:00, to_location: Philadelphia, to_station: Intercity Terminal, transfers: 0, travelers: 1 }]\nEnd Search Results"""
"SYSTEM","""There is a bus leaving at 7:40 am. It has 0 stops and will cost $24."""
"USER","""Do you have other bus options?"""
"SYSTEM","""What do you think of the bus leaving at 8 am with 0 stops costing you $19?"""
"USER","""That will be fine."""
"SYSTEM","""Shall I book you the bus tickets?"""
"USER","""Not really. I don't want to get the tickets right away."""
"SYSTEM","""Shall I help you with something else?"""
"USER","""What do you know of a oneway flight to the place? I need Economy class tickets for the 4th and I will be carrying 0 bags."""
"SYSTEM","APICall(method='SearchOnewayFlight', parameters={ departure_date: 2019-03-04, destination_city: Philadelphia, flight_class: Economy, number_checked_bags: 0, origin_city: New York, passengers: 1 })"
"Tool","""Search Results\n[{ airlines: American Airlines, arrives_next_day: False, departure_date: 2019-03-04, destination_airport_name: PHL International Airport, destination_city: Philadelphia, flight_class: Economy, number_checked_bags: 0, number_stops: 0, origin_airport_name: JFK International Airport, origin_city: New York, outbound_arrival_time: 08:46, outbound_departure_time: 07:55, passengers: 1, price: 56 }, { airlines: Delta Airlines, arrives_next_day: False, departure_date: 2019-03-04, destination_airport_name: PHL International Airport, destination_city: Philadelphia, flight_class: Economy, number_checked_bags: 0, number_stops: 0, origin_airport_name: JFK International Airport, origin_city: New York, outbound_arrival_time: 07:11, outbound_departure_time: 06:20, passengers: 1, price: 56 }]\nEnd Search Results"""
"SYSTEM","""How about this American Airlines flight which leaves at 7:55 am and has 0 layover. You will be charged $56 for one ticket."""
"USER","""Ok. Thank you. That will do."""
"SYSTEM","""Have a wonderful day!"""
