"Speaker","Utterance"
"dialogue_id:"," 66_00090"
"USER","""Hi, could you help me purchase some flight tickets please?"""
"SYSTEM","""When will the return flight depart?"""
"USER","""Somewhere in the afternoon 3:15 is fine for me."""
"SYSTEM","""When, where and what time do you plan to depart from?"""
"USER","""I will be departing later today at about half past 11 in the morning from Philadelphia."""
"SYSTEM","""May I also know when will you be returning and where will you plan to visit? Any airline preferences?"""
"USER","""Would prefer travelling to Chicago with United Airlines and return on 10th of this month."""
"SYSTEM","""Sure, please confirm your reservation for 1 economy class seat on the United Airlines flight from Philadelphia to Chicago from March 1st at 11:30 am and returning on March 10th at 3:15 pm."""
"USER","""That sounds fine to me!"""
"SYSTEM","APICall(method='ReserveRoundtripFlights', parameters={ airlines: United Airlines, departure_date: 2019-03-01, destination_city: Chicago, inbound_departure_time: 15:15, origin_city: Philadelphia, outbound_departure_time: 11:30, passengers: 1, return_date: 2019-03-10, seating_class: Economy })"
"Tool","""Search Results\n[{ airlines: United Airlines, departure_date: 2019-03-01, destination_airport: O'Hare International Airport, destination_city: Chicago, inbound_arrival_time: 19:46, inbound_departure_time: 15:15, number_stops: 1, origin_airport: PHL International Airport, origin_city: Philadelphia, outbound_arrival_time: 12:41, outbound_departure_time: 11:30, passengers: 1, price: 158, refundable: False, return_date: 2019-03-10, seating_class: Economy }]\nEnd Search Results"""
"SYSTEM","""Your ticket reservation has been made."""
"USER","""Thank you! Are there any hotels I can stay in that area?"""
"SYSTEM","APICall(method='SearchHotel', parameters={ location: Chicago })"
"Tool","""Search Results\n[{ average_rating: 4.30, hotel_name: Ac Hotel By Marriott Chicago Downtown, location: Chicago, number_of_rooms: 3, pets_welcome: True, phone_number: +1 312-981-6600, price: 528, street_address: 630 North Rush Street }, { average_rating: 4.60, hotel_name: Ace Hotel Chicago, location: Chicago, number_of_rooms: 3, pets_welcome: True, phone_number: +1 312-764-1919, price: 1584, street_address: 311 North Morgan Street }]\nEnd Search Results"""
"SYSTEM","""Yes, there are 10 hotels. Would you like to stay at Ac Hotel By Marriott Chicago Downtown with a 4.3 rating?"""
"USER","""That is great to me!"""
"SYSTEM","""Would you like to make a hotel reservation?"""
"USER","""Sure, could you reserve one rooms for me please?"""
"SYSTEM","""Will you be staying from March 1st to March 10th?"""
"USER","""No, I wish to stay from next Monday to next Wednesday."""
"SYSTEM","""I see, please confirm your stay in 1 room at Ac Hotel By Marriott Chicago Downtown in Chicago from March 4th to March 6th."""
"USER","""Sure, this is fine with me. Where can I locate them?"""
"SYSTEM","APICall(method='ReserveHotel', parameters={ check_in_date: 2019-03-04, check_out_date: 2019-03-06, hotel_name: Ac Hotel By Marriott Chicago Downtown, location: Chicago, number_of_rooms: 1 })"
"Tool","""Search Results\n[{ average_rating: 4.30, check_in_date: 2019-03-04, check_out_date: 2019-03-06, hotel_name: Ac Hotel By Marriott Chicago Downtown, location: Chicago, number_of_rooms: 1, pets_welcome: True, phone_number: +1 312-981-6600, price: 312, street_address: 630 North Rush Street }]\nEnd Search Results"""
"SYSTEM","""They are located at 630 North Rush Street."""
"USER","""I see, are there any nice attractions in that area too?"""
"SYSTEM","APICall(method='FindAttractions', parameters={ location: Chicago })"
"Tool","""Search Results\n[{ attraction_name: 360 CHICAGO, category: Tourist Attraction, free_entry: True, good_for_kids: True, location: Chicago, phone_number: 888-875-8439 }, { attraction_name: American Writers Museum, category: Museum, free_entry: False, good_for_kids: True, location: Chicago, phone_number: 312-374-8790 }]\nEnd Search Results"""
"SYSTEM","""There is a nice tourist attraction called 360 CHICAGO."""
"USER","""I see, that is great!"""
"SYSTEM","""Could I further assist you?"""
"USER","""No, that is all I need. Thank you!"""
"SYSTEM","""Sure, have fun."""
