"Speaker","Utterance"
"dialogue_id:"," 13_00009"
"USER","""I am looking for an interesting attraction."""
"SYSTEM","""What city are you looking in? Do you like music, theater, or something else?"""
"USER","""I am looking for a musical performance around LA."""
"SYSTEM","APICall(method='FindEvents', parameters={ city: Los Angeles, event_type: Music })"
"Tool","""Search Results\n[{ city: Los Angeles, date: 2019-03-09, event_name: Ain Gordon, event_type: Music, price_per_ticket: 60, time: 19:00, venue: Ralph Freud Playhouse, venue_address: 245 Charles E Young Drive East }, { city: Los Angeles, date: 2019-03-14, event_name: Aldous Harding, event_type: Music, price_per_ticket: 20, time: 19:30, venue: Lodge Room, venue_address: 104 North Avenue 56 2nd Floor }]\nEnd Search Results"""
"SYSTEM","""I found 10 events including Ain Gordon at Ralph Freud Playhouse on March 9th at 7 pm."""
"USER","""That is perfect."""
"SYSTEM","""Do you want to buy a ticket?"""
"USER","""Not at this time. Are there any hotels in the area?"""
"SYSTEM","APICall(method='SearchHotel', parameters={ location: Los Angeles })"
"Tool","""Search Results\n[{ location: Los Angeles, number_of_rooms: 1, phone_number: +1 323-852-7000, place_name: Ac Hotel By Marriott Beverly Hills, price_per_night: 75, smoking_allowed: False, star_rating: 3, street_address: 6399 Wilshire Boulevard }, { location: Los Angeles, number_of_rooms: 3, phone_number: +1 818-997-7676, place_name: Airtel Plaza Hotel, price_per_night: 270, smoking_allowed: False, star_rating: 3, street_address: 7277 Valjean Avenue, Van Nuys, California 91406, United States }]\nEnd Search Results"""
"SYSTEM","""I found 10 hotels including a 3 star hotel called Ac Hotel By Marriott Beverly Hills."""
"USER","""Do they allow smoking? What is the price?"""
"SYSTEM","""There is no smoking. The cost is $75 per night."""
"USER","""That is perfect. I want to buy tickets to the concert."""
"SYSTEM","""How many tickets do you need?"""
"USER","""There are two of us going to the concert."""
"SYSTEM","""Please confirm you want 2 tickets for the Ain Gordon concert on March 9th in Los Angeles."""
"USER","""That is perfect."""
"SYSTEM","APICall(method='BuyEventTickets', parameters={ city: Los Angeles, date: 2019-03-09, event_name: Ain Gordon, number_of_tickets: 2 })"
"Tool","""Search Results\n[{ city: Los Angeles, date: 2019-03-09, event_name: Ain Gordon, number_of_tickets: 2, price_per_ticket: 60, time: 19:00, venue: Ralph Freud Playhouse, venue_address: 245 Charles E Young Drive East }]\nEnd Search Results"""
"SYSTEM","""The tickets have been successfully purchased. Have fun!"""
"USER","""Thank you very much."""
"SYSTEM","""May I further assist you?"""
"USER","""No, that will be all."""
"SYSTEM","""See you soon!"""
